event_id,source,market,selection,price,quote_timestamp,data_class,capital_eligible
28202626,betfair-historic-basic-mirror,MATCH_ODDS,HOME,14.5,2017-04-30T11:10:52.099Z,A_STRICT,true
28202626,betfair-historic-basic-mirror,MATCH_ODDS,DRAW,6.4,2017-04-30T11:10:52.099Z,A_STRICT,true
28202626,betfair-historic-basic-mirror,MATCH_ODDS,AWAY,1.31,2017-04-30T11:10:52.099Z,A_STRICT,true
